Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","29/03/2025 19:07 UTC"
"Last updated:","8 October 2024"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,OIP,OOC,STA"
Years:,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
Origin:,"214,213,211,210,174,207,204,203,201,262,202,186,70,198,200,199,197,187,190,196,195,194,193,192,191,218,188,189,185,184,183,246,178,177,216,69,112,173,179,245,159,172,171,181,180,255,168,169,166,164,165,163,176,170,208,249,261,206,108,175,161,160,158,222,122,102,157,156,155,154,151,150,149,153,148,152,147,146,143,233,120,142,141,139,140,145,62,138,137,144,136,135,131,130,228,133,129,121,66,124,134,119,118,125,132,126,123,127,128,117,114,113,111,107,106,110,109,115,105,100,104,101,99,98,96,97,95,94,93,90,92,91,89,88,86,85,83,205,81,80,75,79,78,232,227,77,253,76,74,73,72,71,68,67,63,59,64,61,60,65,58,182,57,56,55,162,8,54,53,52,51,50,41,103,49,48,254,390,46,84,290,87,45,43,40,42,44,116,82,37,38,36,34,35,33,39,32,47,16,23,30,28,225,27,238,26,29,229,25,22,19,18,31,17,24,15,20,14,21,13,12,11,224,10,9,7,223,6,5,4,3,2,263,278"
"Country of asylum:","70,200,196,184,183,246,173,181,180,164,170,160,158,122,155,154,143,120,138,133,121,132,114,113,111,115,94,90,86,85,205,253,76,74,72,71,64,61,65,57,50,49,48,84,30,238,29,17,24,13,12,10,5,3"
Year,"Country of origin","Country of asylum","Refugees under UNHCR's mandate",Asylum-seekers,"Returned refugees","IDPs of concern to UNHCR","Returned IDPss","Stateless persons","Others of concern","Other people in need of international protection","Host Community"
2015,"Cote d'Ivoire",Switzerland,178,46,0,0,0,0,0,,0
2015,"Cote d'Ivoire",Türkiye,22,39,0,0,0,0,0,,0
2015,"Cote d'Ivoire",Ukraine,5,28,0,0,0,0,0,,0
2015,India,Austria,61,655,0,0,0,0,0,,0
2015,India,Belgium,22,20,0,0,0,0,0,,0
2015,India,Bulgaria,5,24,0,0,0,0,0,,0
2015,India,Cyprus,7,47,0,0,0,0,0,,0
2015,India,Czechia,5,0,0,0,0,0,0,,0
2015,India,Denmark,13,5,0,0,0,0,0,,0
2015,India,Finland,10,21,0,0,0,0,0,,0
2015,India,France,202,61,0,0,0,0,0,,0
2015,India,"United Kingdom of Great Britain and Northern Ireland",296,805,0,0,0,0,0,,0
2015,India,Georgia,0,5,0,0,0,0,0,,0
2015,India,Germany,299,3658,0,0,0,0,0,,0
2015,India,Greece,25,41,0,0,0,0,0,,0
2015,India,Hungary,5,93,0,0,0,0,0,,0
2015,India,Ireland,5,135,0,0,0,0,0,,0
2015,India,Italy,123,213,0,0,0,0,0,,0
2015,India,"Netherlands (Kingdom of the)",6,8,0,0,0,0,0,,0
2015,India,Norway,5,38,0,0,0,0,0,,0
2015,India,Poland,5,6,0,0,0,0,0,,0
2015,India,Portugal,5,5,0,0,0,0,0,,0
2015,India,Romania,0,6,0,0,0,0,0,,0
2015,India,Spain,5,10,0,0,0,0,0,,0
2015,India,Sweden,42,83,0,0,0,0,0,,0
2015,India,Switzerland,47,16,0,0,0,0,0,,0
2015,India,Türkiye,0,11,0,0,0,0,0,,0
2015,India,Ukraine,0,41,0,0,0,0,0,,0
2015,Indonesia,France,6,5,0,0,0,0,0,,0
2015,Indonesia,"United Kingdom of Great Britain and Northern Ireland",10,14,0,0,0,0,0,,0
2015,Indonesia,Germany,20,7,0,0,0,0,0,,0
2015,Indonesia,Greece,12,5,0,0,0,0,0,,0
2015,Indonesia,"Netherlands (Kingdom of the)",22,0,0,0,0,0,0,,0
2015,Indonesia,Sweden,5,16,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Albania,9,813,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Armenia,30,22,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Austria,3379,3520,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Azerbaijan,71,13,5,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Belgium,934,229,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Belarus,10,5,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Bulgaria,72,132,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Cyprus,502,66,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Czechia,26,5,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Denmark,2009,325,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Finland,606,554,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",France,2417,205,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)","United Kingdom of Great Britain and Northern Ireland",12667,2844,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Georgia,0,30,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Germany,19763,9390,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Greece,543,121,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Hungary,104,354,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Iceland,25,8,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Ireland,144,37,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Italy,1573,314,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Liechtenstein,0,5,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Lithuania,6,0,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Luxembourg,136,70,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Latvia,19,0,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Malta,20,5,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)","Netherlands (Kingdom of the)",4125,1692,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Norway,1487,1352,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Poland,20,5,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Portugal,23,9,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Romania,69,13,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)","Russian Federation",9,0,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Spain,67,140,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Slovakia,36,0,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Slovenia,45,12,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Sweden,4232,4731,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Switzerland,1604,694,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Türkiye,5262,18735,0,0,0,0,0,,0
2015,"Iran (Islamic Rep. of)",Ukraine,57,104,0,0,0,0,0,,0
2015,Iraq,Albania,5,0,0,0,0,0,0,,0
2015,Iraq,Armenia,1019,12,0,0,0,0,0,,0
2015,Iraq,Austria,3732,11742,143,0,0,0,0,,0
2015,Iraq,Azerbaijan,16,5,5,0,0,0,0,,0
2015,Iraq,Belgium,1943,4769,29,0,0,0,0,,0
2015,Iraq,Belarus,9,23,5,0,0,0,0,,0
2015,Iraq,"Bosnia and Herzegovina",0,5,8,0,0,0,0,,0
2015,Iraq,Bulgaria,1339,3511,11,0,0,0,0,,0
2015,Iraq,Cyprus,760,339,0,0,0,0,0,,0
2015,Iraq,Czechia,199,30,0,0,0,0,0,,0
2015,Iraq,Denmark,938,264,9,0,0,0,0,,0
2015,Iraq,Estonia,0,13,0,0,0,0,0,,0
2015,Iraq,Finland,4124,16903,20,0,0,0,0,,0
2015,Iraq,France,4787,585,107,0,0,0,0,,0
2015,Iraq,"United Kingdom of Great Britain and Northern Ireland",3014,2375,388,0,0,0,0,,0
2015,Iraq,Georgia,553,392,0,0,0,0,0,,0
2015,Iraq,Germany,51396,25278,175,0,0,0,0,,0
2015,Iraq,Greece,4348,397,448,0,0,0,0,,0
2015,Iraq,Croatia,9,0,9,0,0,0,0,,0
2015,Iraq,Hungary,396,2265,0,0,0,0,0,,0
2015,Iraq,Iceland,6,23,0,0,0,0,0,,0
2015,Iraq,Ireland,409,39,0,0,0,0,0,,0
2015,Iraq,Italy,3428,165,232,0,0,0,0,,0
2015,Iraq,Liechtenstein,5,6,0,0,0,0,0,,0
2015,Iraq,Lithuania,38,0,0,0,0,0,0,,0
2015,Iraq,Luxembourg,214,521,0,0,0,0,0,,0
2015,Iraq,Latvia,6,74,0,0,0,0,0,,0
2015,Iraq,"Rep. of Moldova",23,5,0,0,0,0,0,,0
2015,Iraq,Malta,29,9,5,0,0,0,0,,0
2015,Iraq,"Netherlands (Kingdom of the)",12397,3227,5,0,0,0,0,,0
2015,Iraq,Norway,4916,2835,146,0,0,0,0,,0
2015,Iraq,Poland,200,25,0,0,0,0,0,,0
2015,Iraq,Portugal,7,14,0,0,0,0,0,,0
2015,Iraq,Romania,345,68,25,0,0,0,0,,0
2015,Iraq,"Russian Federation",13,17,0,0,0,0,0,,0
2015,Iraq,Spain,177,225,0,0,0,0,0,,0
2015,Iraq,"Serbia and Kosovo: S/RES/1244 (1999)",7,5,0,0,0,0,0,,0
2015,Iraq,Slovakia,110,0,5,0,0,0,0,,0
2015,Iraq,Slovenia,5,17,0,0,0,0,0,,0
2015,Iraq,Sweden,23886,20223,0,0,0,0,0,,0
2015,Iraq,Switzerland,3501,2120,42,0,0,0,0,,0
2015,Iraq,Türkiye,24135,94455,0,0,0,0,0,,0
2015,Iraq,Ukraine,86,271,10,0,0,0,0,,0
2015,Israel,Austria,10,5,0,0,0,0,0,,0
2015,Israel,Belgium,15,5,0,0,0,0,0,,0
2015,Israel,France,5,0,0,0,0,0,0,,0
2015,Israel,"United Kingdom of Great Britain and Northern Ireland",11,5,0,0,0,0,0,,0
2015,Israel,Germany,26,60,0,0,0,0,0,,0
2015,Israel,Ireland,0,10,0,0,0,0,0,,0
2015,Israel,Italy,5,0,0,0,0,0,0,,0
2015,Israel,Norway,14,5,0,0,0,0,0,,0
2015,Israel,Sweden,35,37,0,0,0,0,0,,0
2015,Israel,Switzerland,0,5,0,0,0,0,0,,0
2015,Italy,Germany,13,21,0,0,0,0,0,,0
2015,Italy,Sweden,5,0,0,0,0,0,0,,0
2015,Italy,Switzerland,6,0,0,0,0,0,0,,0
2015,Jamaica,France,13,5,0,0,0,0,0,,0
2015,Jamaica,"United Kingdom of Great Britain and Northern Ireland",354,131,0,0,0,0,0,,0
2015,Jamaica,Germany,6,28,0,0,0,0,0,,0
2015,Jamaica,"Netherlands (Kingdom of the)",145,24,0,0,0,0,0,,0
2015,Jordan,Austria,30,43,0,0,0,0,0,,0
2015,Jordan,Belgium,31,16,0,0,0,0,0,,0
2015,Jordan,Bulgaria,7,0,0,0,0,0,0,,0
2015,Jordan,Cyprus,29,14,0,0,0,0,0,,0
2015,Jordan,Denmark,5,5,0,0,0,0,0,,0
2015,Jordan,Finland,7,0,0,0,0,0,0,,0
2015,Jordan,France,18,8,0,0,0,0,0,,0
2015,Jordan,"United Kingdom of Great Britain and Northern Ireland",46,36,0,0,0,0,0,,0
2015,Jordan,Germany,138,258,0,0,0,0,0,,0
2015,Jordan,Greece,5,0,0,0,0,0,0,,0
2015,Jordan,Hungary,0,6,0,0,0,0,0,,0
2015,Jordan,Ireland,6,0,0,0,0,0,0,,0
2015,Jordan,Italy,20,11,0,0,0,0,0,,0
2015,Jordan,"Netherlands (Kingdom of the)",14,7,0,0,0,0,0,,0
2015,Jordan,Norway,11,20,0,0,0,0,0,,0
2015,Jordan,Romania,8,5,0,0,0,0,0,,0
2015,Jordan,"Russian Federation",5,0,0,0,0,0,0,,0
2015,Jordan,Spain,22,30,0,0,0,0,0,,0
2015,Jordan,Slovakia,5,0,0,0,0,0,0,,0
2015,Jordan,Sweden,388,297,0,0,0,0,0,,0
2015,Jordan,Switzerland,44,22,0,0,0,0,0,,0
2015,Jordan,Türkiye,26,51,0,0,0,0,0,,0
2015,Jordan,Ukraine,5,20,0,0,0,0,0,,0
2015,Japan,Germany,101,0,0,0,0,0,0,,0
2015,Japan,Sweden,0,5,0,0,0,0,0,,0
2015,Kazakhstan,Austria,66,102,0,0,0,0,0,,0
2015,Kazakhstan,Belgium,41,5,0,0,0,0,0,,0
2015,Kazakhstan,Cyprus,5,5,0,0,0,0,0,,0
2015,Kazakhstan,Czechia,234,12,0,0,0,0,0,,0
2015,Kazakhstan,Denmark,5,0,0,0,0,0,0,,0
2015,Kazakhstan,Finland,13,0,0,0,0,0,0,,0
2015,Kazakhstan,France,499,135,0,0,0,0,0,,0
2015,Kazakhstan,"United Kingdom of Great Britain and Northern Ireland",11,12,0,0,0,0,0,,0
2015,Kazakhstan,Germany,87,181,0,0,0,0,0,,0
2015,Kazakhstan,Greece,5,0,0,0,0,0,0,,0
2015,Kazakhstan,Croatia,5,0,0,0,0,0,0,,0
2015,Kazakhstan,Iceland,0,5,0,0,0,0,0,,0
2015,Kazakhstan,Ireland,37,0,0,0,0,0,0,,0
2015,Kazakhstan,Italy,6,0,0,0,0,0,0,,0
2015,Kazakhstan,Latvia,0,5,0,0,0,0,0,,0
2015,Kazakhstan,"Netherlands (Kingdom of the)",69,14,0,0,0,0,0,,0
2015,Kazakhstan,Norway,18,10,0,0,0,0,0,,0
2015,Kazakhstan,Poland,51,5,0,0,0,0,0,,0
2015,Kazakhstan,"Russian Federation",5,5,0,0,0,0,0,,0
2015,Kazakhstan,Spain,11,5,0,0,0,0,0,,0
2015,Kazakhstan,Slovenia,14,5,0,0,0,0,0,,0
2015,Kazakhstan,Sweden,294,251,0,0,0,0,0,,0
2015,Kazakhstan,Switzerland,12,5,0,0,0,0,0,,0
2015,Kazakhstan,Türkiye,0,60,0,0,0,0,0,,0
2015,Kazakhstan,Ukraine,10,10,0,0,0,0,0,,0
2015,Kenya,Austria,29,26,0,0,0,0,0,,0
2015,Kenya,Belgium,32,5,0,0,0,0,0,,0
2015,Kenya,Denmark,6,5,0,0,0,0,0,,0
2015,Kenya,Finland,11,0,0,0,0,0,0,,0
2015,Kenya,France,75,71,0,0,0,0,0,,0
2015,Kenya,"United Kingdom of Great Britain and Northern Ireland",288,100,0,0,0,0,0,,0
2015,Kenya,Germany,180,276,0,0,0,0,0,,0
2015,Kenya,Greece,26,14,0,0,0,0,0,,0
2015,Kenya,Iceland,5,0,0,0,0,0,0,,0
2015,Kenya,Ireland,59,10,0,0,0,0,0,,0
2015,Kenya,Italy,118,13,0,0,0,0,0,,0
2015,Kenya,"Netherlands (Kingdom of the)",38,5,0,0,0,0,0,,0
2015,Kenya,Norway,15,8,0,0,0,0,0,,0
2015,Kenya,Poland,5,0,0,0,0,0,0,,0
2015,Kenya,Portugal,6,0,0,0,0,0,0,,0
2015,Kenya,Romania,5,0,0,0,0,0,0,,0
2015,Kenya,Spain,0,5,0,0,0,0,0,,0
2015,Kenya,Sweden,83,68,0,0,0,0,0,,0
2015,Kenya,Switzerland,42,5,0,0,0,0,0,,0
2015,Kenya,Türkiye,0,5,0,0,0,0,0,,0
2015,Kenya,Ukraine,0,6,0,0,0,0,0,,0
2015,Kyrgyzstan,Austria,273,58,0,0,0,0,0,,0
2015,Kyrgyzstan,Belgium,70,16,0,0,0,0,0,,0
2015,Kyrgyzstan,Cyprus,5,0,0,0,0,0,0,,0
2015,Kyrgyzstan,Czechia,21,21,0,0,0,0,0,,0
2015,Kyrgyzstan,Denmark,5,0,0,0,0,0,0,,0
2015,Kyrgyzstan,Finland,20,5,0,0,0,0,0,,0
2015,Kyrgyzstan,France,283,53,0,0,0,0,0,,0
2015,Kyrgyzstan,"United Kingdom of Great Britain and Northern Ireland",28,11,0,0,0,0,0,,0
2015,Kyrgyzstan,Germany,104,161,0,0,0,0,0,,0
2015,Kyrgyzstan,Italy,5,6,0,0,0,0,0,,0
2015,Kyrgyzstan,Latvia,7,0,0,0,0,0,0,,0
2015,Kyrgyzstan,"Rep. of Moldova",5,6,0,0,0,0,0,,0
2015,Kyrgyzstan,"Netherlands (Kingdom of the)",36,0,0,0,0,0,0,,0
2015,Kyrgyzstan,Norway,27,20,0,0,0,0,0,,0
2015,Kyrgyzstan,Poland,39,61,0,0,0,0,0,,0
2015,Kyrgyzstan,"Russian Federation",51,15,0,0,0,0,0,,0
2015,Kyrgyzstan,Spain,5,0,0,0,0,0,0,,0
2015,Kyrgyzstan,Sweden,184,172,0,0,0,0,0,,0
2015,Kyrgyzstan,Switzerland,23,8,0,0,0,0,0,,0
2015,Kyrgyzstan,Türkiye,204,100,0,0,0,0,0,,0
2015,Kyrgyzstan,Ukraine,10,173,0,0,0,0,0,,0
2015,"Rep. of Korea","United Kingdom of Great Britain and Northern Ireland",9,5,0,0,0,0,0,,0
2015,"Rep. of Korea",Germany,82,12,0,0,0,0,0,,0
2015,"Rep. of Korea",Sweden,6,0,0,0,0,0,0,,0
2015,"Dem. People's Rep. of Korea",Belgium,46,0,0,0,0,0,0,,0
2015,"Dem. People's Rep. of Korea",Denmark,10,0,0,0,0,0,0,,0
2015,"Dem. People's Rep. of Korea",France,0,9,0,0,0,0,0,,0
2015,"Dem. People's Rep. of Korea","United Kingdom of Great Britain and Northern Ireland",608,47,0,0,0,0,0,,0
2015,"Dem. People's Rep. of Korea",Germany,101,114,0,0,0,0,0,,0
2015,"Dem. People's Rep. of Korea",Luxembourg,6,11,0,0,0,0,0,,0
2015,"Dem. People's Rep. of Korea","Netherlands (Kingdom of the)",56,0,0,0,0,0,0,,0
2015,"Dem. People's Rep. of Korea",Norway,13,0,0,0,0,0,0,,0
2015,"Dem. People's Rep. of Korea","Russian Federation",72,15,0,0,0,0,0,,0
2015,"Dem. People's Rep. of Korea",Spain,0,5,0,0,0,0,0,,0
2015,"Dem. People's Rep. of Korea",Sweden,6,5,0,0,0,0,0,,0
2015,Kuwait,Austria,0,7,0,0,0,0,0,,0
2015,Kuwait,Belgium,7,5,0,0,0,0,0,,0
2015,Kuwait,Denmark,0,9,0,0,0,0,0,,0
2015,Kuwait,France,9,5,0,0,0,0,0,,0
2015,Kuwait,"United Kingdom of Great Britain and Northern Ireland",749,85,0,0,0,0,0,,0
2015,Kuwait,Germany,5,5,0,0,0,0,0,,0
2015,Kuwait,Ireland,40,17,0,0,0,0,0,,0
2015,Kuwait,Italy,5,0,0,0,0,0,0,,0
2015,Kuwait,"Netherlands (Kingdom of the)",8,12,0,0,0,0,0,,0
2015,Kuwait,Norway,8,18,0,0,0,0,0,,0
2015,Kuwait,Sweden,19,138,0,0,0,0,0,,0
2015,"Lao People's Dem. Rep.",Belgium,13,0,0,0,0,0,0,,0
2015,"Lao People's Dem. Rep.",France,6944,17,0,0,0,0,0,,0
2015,"Lao People's Dem. Rep.","United Kingdom of Great Britain and Northern Ireland",0,5,0,0,0,0,0,,0
2015,"Lao People's Dem. Rep.",Germany,50,0,0,0,0,0,0,,0
2015,"Lao People's Dem. Rep.","Netherlands (Kingdom of the)",33,0,0,0,0,0,0,,0
2015,"Lao People's Dem. Rep.",Switzerland,136,0,0,0,0,0,0,,0
2015,Liberia,Austria,22,44,0,0,0,0,0,,0
2015,Liberia,Belgium,18,8,0,0,0,0,0,,0
2015,Liberia,Bulgaria,0,5,0,0,0,0,0,,0
2015,Liberia,Czechia,5,0,0,0,0,0,0,,0
2015,Liberia,Finland,5,0,0,0,0,0,0,,0
2015,Liberia,France,218,34,0,0,0,0,0,,0
2015,Liberia,"United Kingdom of Great Britain and Northern Ireland",7,10,0,0,0,0,0,,0
2015,Liberia,Germany,61,147,0,0,0,0,0,,0
2015,Liberia,Greece,0,5,0,0,0,0,0,,0
2015,Liberia,Hungary,0,5,0,0,0,0,0,,0
2015,Liberia,Ireland,25,16,0,0,0,0,0,,0
2015,Liberia,Italy,702,69,0,0,0,0,0,,0
2015,Liberia,Luxembourg,0,11,0,0,0,0,0,,0
2015,Liberia,"Netherlands (Kingdom of the)",222,5,0,0,0,0,0,,0
2015,Liberia,Norway,22,0,0,0,0,0,0,,0
2015,Liberia,Portugal,5,0,0,0,0,0,0,,0
2015,Liberia,Spain,5,25,0,0,0,0,0,,0
2015,Liberia,Sweden,22,10,0,0,0,0,0,,0
2015,Liberia,Switzerland,49,15,0,0,0,0,0,,0
2015,Liberia,Türkiye,5,0,0,0,0,0,0,,0
2015,Liberia,Ukraine,5,19,0,0,0,0,0,,0
2015,Libya,Austria,24,124,0,0,0,0,0,,0
2015,Libya,Belgium,39,30,0,0,0,0,0,,0
2015,Libya,Belarus,11,0,0,0,0,0,0,,0
2015,Libya,Bulgaria,0,6,0,0,0,0,0,,0
2015,Libya,Czechia,9,9,0,0,0,0,0,,0
2015,Libya,Denmark,15,18,0,0,0,0,0,,0
2015,Libya,Finland,17,22,0,0,0,0,0,,0
2015,Libya,France,143,710,0,0,0,0,0,,0
2015,Libya,"United Kingdom of Great Britain and Northern Ireland",1138,1021,0,0,0,0,0,,0
2015,Libya,Germany,334,1574,0,0,0,0,0,,0
2015,Libya,Greece,26,6,0,0,0,0,0,,0
2015,Libya,Hungary,5,5,0,0,0,0,0,,0
2015,Libya,Iceland,5,0,0,0,0,0,0,,0
2015,Libya,Ireland,174,42,0,0,0,0,0,,0
2015,Libya,Italy,392,151,0,0,0,0,0,,0
2015,Libya,Luxembourg,5,11,0,0,0,0,0,,0
2015,Libya,Malta,1544,201,0,0,0,0,0,,0
2015,Libya,"Netherlands (Kingdom of the)",339,39,0,0,0,0,0,,0
2015,Libya,Norway,37,38,0,0,0,0,0,,0
2015,Libya,Poland,11,0,0,0,0,0,0,,0
2015,Libya,Portugal,11,0,0,0,0,0,0,,0
2015,Libya,Spain,5,60,0,0,0,0,0,,0
2015,Libya,"Serbia and Kosovo: S/RES/1244 (1999)",10,0,0,0,0,0,0,,0
2015,Libya,Slovakia,7,0,0,0,0,0,0,,0
2015,Libya,Sweden,375,353,0,0,0,0,0,,0
2015,Libya,Switzerland,250,101,0,0,0,0,0,,0
2015,Libya,Türkiye,20,57,0,0,0,0,0,,0
2015,Libya,Ukraine,0,11,0,0,0,0,0,,0
2015,"Saint Lucia",France,0,10,0,0,0,0,0,,0
2015,"Saint Lucia","United Kingdom of Great Britain and Northern Ireland",10,16,0,0,0,0,0,,0
2015,"Saint Lucia",Ukraine,0,5,0,0,0,0,0,,0
2015,Lebanon,Armenia,19,0,0,0,0,0,0,,0
2015,Lebanon,Austria,63,218,0,0,0,0,0,,0
2015,Lebanon,Belgium,109,126,0,0,0,0,0,,0
2015,Lebanon,Bulgaria,18,23,0,0,0,0,0,,0
2015,Lebanon,Cyprus,39,45,0,0,0,0,0,,0
2015,Lebanon,Czechia,5,5,0,0,0,0,0,,0
2015,Lebanon,Denmark,24,29,0,0,0,0,0,,0
2015,Lebanon,Finland,11,32,0,0,0,0,0,,0
2015,Lebanon,France,117,54,0,0,0,0,0,,0
2015,Lebanon,"United Kingdom of Great Britain and Northern Ireland",129,126,0,0,0,0,0,,0
2015,Lebanon,Georgia,6,0,0,0,0,0,0,,0
2015,Lebanon,Germany,521,2068,0,0,0,0,0,,0
2015,Lebanon,Greece,9,10,0,0,0,0,0,,0
2015,Lebanon,Croatia,0,5,0,0,0,0,0,,0
2015,Lebanon,Hungary,13,13,0,0,0,0,0,,0
2015,Lebanon,Ireland,13,0,0,0,0,0,0,,0
2015,Lebanon,Italy,348,47,0,0,0,0,0,,0
2015,Lebanon,Lithuania,0,5,0,0,0,0,0,,0
2015,Lebanon,"Rep. of Moldova",0,5,0,0,0,0,0,,0
2015,Lebanon,"Netherlands (Kingdom of the)",37,59,0,0,0,0,0,,0
2015,Lebanon,Norway,30,111,0,0,0,0,0,,0
2015,Lebanon,Romania,5,5,0,0,0,0,0,,0
2015,Lebanon,"Russian Federation",8,0,0,0,0,0,0,,0
2015,Lebanon,Spain,0,50,0,0,0,0,0,,0
2015,Lebanon,Sweden,532,831,0,0,0,0,0,,0
2015,Lebanon,Switzerland,44,35,0,0,0,0,0,,0
2015,Lebanon,Türkiye,7,36,0,0,0,0,0,,0
2015,Lebanon,Ukraine,7,22,0,0,0,0,0,,0
2015,Lesotho,Ireland,0,5,0,0,0,0,0,,0
2015,"Sri Lanka",Austria,54,42,0,0,0,0,0,,0
2015,"Sri Lanka",Belgium,387,104,0,0,0,0,0,,0
2015,"Sri Lanka",Belarus,0,5,0,0,0,0,0,,0
2015,"Sri Lanka",Bulgaria,0,7,0,0,0,0,0,,0
2015,"Sri Lanka",Cyprus,25,42,0,0,0,0,0,,0
2015,"Sri Lanka",Czechia,14,0,0,0,0,0,0,,0
2015,"Sri Lanka",Denmark,81,14,0,0,0,0,0,,0
2015,"Sri Lanka",Estonia,9,5,0,0,0,0,0,,0
2015,"Sri Lanka",Finland,108,26,0,0,0,0,0,,0
2015,"Sri Lanka",France,24220,2015,0,0,0,0,0,,0
2015,"Sri Lanka","United Kingdom of Great Britain and Northern Ireland",5279,2535,0,0,0,0,0,,0
2015,"Sri Lanka",Germany,3920,1271,0,0,0,0,0,,0
2015,"Sri Lanka",Greece,38,6,0,0,0,0,0,,0
2015,"Sri Lanka",Hungary,12,35,0,0,0,0,0,,0
2015,"Sri Lanka",Iceland,5,0,0,0,0,0,0,,0
2015,"Sri Lanka",Ireland,20,12,0,0,0,0,0,,0
2015,"Sri Lanka",Italy,707,69,0,0,0,0,0,,0
2015,"Sri Lanka",Lithuania,9,0,0,0,0,0,0,,0
2015,"Sri Lanka",Malta,7,0,0,0,0,0,0,,0
2015,"Sri Lanka","Netherlands (Kingdom of the)",733,31,0,0,0,0,0,,0
2015,"Sri Lanka",Norway,275,32,0,0,0,0,0,,0
2015,"Sri Lanka",Poland,51,8,0,0,0,0,0,,0
2015,"Sri Lanka",Portugal,35,9,0,0,0,0,0,,0
2015,"Sri Lanka",Spain,95,25,0,0,0,0,0,,0
2015,"Sri Lanka",Sweden,49,36,0,0,0,0,0,,0
2015,"Sri Lanka",Switzerland,4989,1538,0,0,0,0,0,,0
2015,"Sri Lanka",Türkiye,14,10,0,0,0,0,0,,0
2015,"Sri Lanka",Ukraine,9,64,0,0,0,0,0,,0
2015,Lithuania,Belgium,7,0,0,0,0,0,0,,0
2015,Lithuania,France,12,0,0,0,0,0,0,,0
2015,Lithuania,"United Kingdom of Great Britain and Northern Ireland",0,12,0,0,0,0,0,,0
2015,Lithuania,Germany,5,0,0,0,0,0,0,,0
2015,Lithuania,Ireland,14,0,0,0,0,0,0,,0
2015,Lithuania,Sweden,5,7,0,0,0,0,0,,0
2015,Lithuania,Ukraine,0,5,0,0,0,0,0,,0
2015,Latvia,France,39,0,0,0,0,0,0,,0
2015,Latvia,"United Kingdom of Great Britain and Northern Ireland",0,6,0,0,0,0,0,,0
2015,Latvia,Germany,11,6,0,0,0,0,0,,0
2015,Latvia,Ireland,6,0,0,0,0,0,0,,0
2015,Latvia,"Russian Federation",6,0,0,0,0,0,0,,0
2015,Latvia,Sweden,8,0,0,0,0,0,0,,0
2015,Madagascar,Austria,5,0,0,0,0,0,0,,0
2015,Madagascar,Belgium,5,0,0,0,0,0,0,,0
2015,Madagascar,France,216,128,0,0,0,0,0,,0
2015,Madagascar,Italy,15,5,0,0,0,0,0,,0
2015,Madagascar,Switzerland,5,0,0,0,0,0,0,,0
2015,Mauritania,Austria,5,12,0,0,0,0,0,,0
2015,Mauritania,Belgium,211,57,0,0,0,0,0,,0
